"name english","tier","id","family id","author","rarity","element","attack enabled","attack type","attack range","attack cd","dmg min","dmg max","mana","mana regen","cost","missile speed","missile arc","missile uses lightning visual","attack_target_type","multishot","splash attack","bounce attack","specials","ability list","aura list","autocast list","script path","icon path","sprite path","name","description"
"All-Knowing Teacher",6,432,427,"Deikorim/limfa","uncommon","astral","TRUE","elemental",900,1.5,3151,3155,0,0,2500,1500,0,"FALSE","CREEPS",,,,"MOD_EXP_RECEIVED,0.8,0","459",,,"res://src/towers/tower_behaviors/teacher.gd","res://resources/icons/tower_icons/teacher.tres","res://src/towers/tower_sprites/teacher_6.tscn","7T6N","UCVY"
"Soulflame Device",1,433,433,"Ashbringer","unique","darkness","TRUE","decay",1000,1.5,1344,1344,100,0,4000,1400,0,"FALSE","CREEPS","8",,,"MOD_DMG_TO_UNDEAD,-0.4,0.01","460,461","55","133","res://src/towers/tower_behaviors/soulflame_device.gd","res://resources/icons/tower_icons/soulflame_device.tres","res://src/towers/tower_sprites/soulflame_device_1.tscn","M80H","35XB"
"The Furnace",1,434,434,"Ashbringer","unique","fire","TRUE","elemental",1000,1.8,988,988,3000,0,4000,1500,0.1,"FALSE","CREEPS",,"300,1",,,"462,463,464","56","134","res://src/towers/tower_behaviors/the_furnace.gd","res://resources/icons/tower_icons/the_furnace.tres","res://src/towers/tower_sprites/the_furnace_1.tscn","48JR","VMNS"
"Glaive Master",1,435,435,"Ashbringer","unique","iron","TRUE","physical",1000,1.4,1855,1855,0,0,3600,1300,0,"FALSE","CREEPS",,,"2,0",,"465,466,467",,"135","res://src/towers/tower_behaviors/glaive_master.gd","res://resources/icons/tower_icons/glaive_master.tres","res://src/towers/tower_sprites/glaive_master_1.tscn","WM45","MZPT"
"Arcane Storm",1,436,436,"Ashbringer","unique","storm","TRUE","energy",1200,1.5,998,998,150,0,3400,9001,0,"TRUE","CREEPS",,,,,"468,469,470",,,"res://src/towers/tower_behaviors/arcane_storm.gd","res://resources/icons/tower_icons/arcane_storm.tres","res://src/towers/tower_sprites/arcane_storm_1.tscn","4501","WO1L"
"Ebonfrost Crystal",1,437,437,"Ashbringer","unique","ice","TRUE","elemental",1000,1.6,1960,1960,400,0,3600,1050,0,"FALSE","CREEPS",,,,,"471,472,473",,"136","res://src/towers/tower_behaviors/ebonfrost_crystal.gd","res://resources/icons/tower_icons/ebonfrost_crystal.tres","res://src/towers/tower_sprites/ebonfrost_crystal_1.tscn","JOSQ","UOS8"
"Kraken",1,438,438,"cedi, Deemzul, His_Shadow","unique","darkness","TRUE","decay",1200,5,5289,5289,0,0,3500,1050,0.35,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.01|MOD_ATTACKSPEED,0,0.02","474,475,476",,,"res://src/towers/tower_behaviors/kraken.gd","res://resources/icons/tower_icons/kraken.tres","res://src/towers/tower_sprites/kraken_1.tscn","L6Z3","RLB8"
"Icy Skulls",1,442,442,"MasterCassim","common","ice","TRUE","elemental",700,1.5,53,58,0,0,35,1100,0,"FALSE","CREEPS",,,,,"477",,,"res://src/towers/tower_behaviors/icy_skulls.gd","res://resources/icons/tower_icons/icy_skulls.tres","res://src/towers/tower_sprites/icy_skulls_1.tscn","2FDJ","RXNZ"
"Icy Bones",2,425,442,"MasterCassim","common","ice","TRUE","elemental",700,1.5,589,594,0,0,375,1100,0,"FALSE","CREEPS",,,,,"478",,,"res://src/towers/tower_behaviors/icy_skulls.gd","res://resources/icons/tower_icons/icy_skulls.tres","res://src/towers/tower_sprites/icy_skulls_2.tscn","9BAQ","040Y"
"Icy Skeleton",3,441,442,"MasterCassim","common","ice","TRUE","elemental",700,1.5,1967,1972,0,0,1250,1100,0,"FALSE","CREEPS",,,,,"479",,,"res://src/towers/tower_behaviors/icy_skulls.gd","res://resources/icons/tower_icons/icy_skulls.tres","res://src/towers/tower_sprites/icy_skulls_3.tscn","PCFE","12Z6"
"Icy Boneyard",4,443,442,"MasterCassim","common","ice","TRUE","elemental",700,1.5,3503,3508,0,0,2225,1100,0,"FALSE","CREEPS",,,,,"480",,,"res://src/towers/tower_behaviors/icy_skulls.gd","res://resources/icons/tower_icons/icy_skulls.tres","res://src/towers/tower_sprites/icy_skulls_4.tscn","GWPN","BHNY"
"The Frozen Wyrm",1,444,444,"MasterCassim","unique","ice","TRUE","elemental",850,2.75,4921,4930,0,0,2600,1100,0,"FALSE","CREEPS",,"550,0.2",,,"481",,,"res://src/towers/tower_behaviors/the_frozen_wyrm.gd","res://resources/icons/tower_icons/the_frozen_wyrm.tres","res://src/towers/tower_sprites/the_frozen_wyrm_1.tscn","EEB2","RM1T"
"Snowy Pebble",1,449,449,"geX","common","ice","TRUE","elemental",700,0.9,22,24,0,0,30,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.3,0.01",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_1.tscn","5FCK","M9MJ"
"Snowy Stone",2,454,449,"geX","common","ice","TRUE","elemental",720,0.9,96,121,0,0,140,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.33,0.011",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_2.tscn","FQ5E","9BSZ"
"Snowy Rock",3,455,449,"geX","common","ice","TRUE","elemental",740,0.9,242,302,0,0,360,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.36,0.012",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_3.tscn","GZ5Q","LOC2"
"Snowy Rock Formation",4,456,449,"geX","common","ice","TRUE","elemental",760,0.9,481,601,0,0,730,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.39,0.013",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_4.tscn","6T51","V1LD"
"Snowy Cliff",5,452,449,"geX","common","ice","TRUE","elemental",780,0.9,850,1040,0,0,1300,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.42,0.014",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_5.tscn","ADA6","RZZ1"
"Snowy Peak",6,457,449,"geX","common","ice","TRUE","elemental",800,0.9,1471,1671,0,0,2200,1500,0,"FALSE","CREEPS",,"600,0.1",,"MOD_DMG_TO_MASS,0.45,0.015",,,,"res://src/towers/tower_behaviors/snowy_pebble.gd","res://resources/icons/tower_icons/snowy_pebble.tres","res://src/towers/tower_sprites/snowy_pebble_6.tscn","BBVA","X0T6"
"Soul Vault",1,453,453,"SirCoqalot.","unique","darkness","TRUE","decay",775,3,6155,9155,0,0,2800,30000,0,"TRUE","CREEPS",,,,,"482,483","57",,"res://src/towers/tower_behaviors/soul_vault.gd","res://resources/icons/tower_icons/soul_vault.tres","res://src/towers/tower_sprites/soul_vault_1.tscn","M53H","JKRL"
"Trash Heap",1,458,458,"geX","common","iron","TRUE","physical",1000,2.5,86,96,0,0,35,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.005|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.005",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_1.tscn","AU90","7I4F"
"Spare Part Heap",2,460,458,"geX","common","iron","TRUE","physical",1000,2.5,398,450,0,0,165,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.006|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.006",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_2.tscn","R4SR","C93K"
"Supply Heap",3,462,458,"geX","common","iron","TRUE","physical",1000,2.5,838,968,0,0,350,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.007|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.007",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_3.tscn","L4HA","V3BI"
"Weapon Heap",4,463,458,"geX","common","iron","TRUE","physical",1000,2.5,1908,2208,0,0,800,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.008|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.008",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_4.tscn","C8VG","10JG"
"Treasure Heap",5,464,458,"geX","common","iron","TRUE","physical",1000,2.5,3314,3864,0,0,1400,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.009|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.009",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_5.tscn","5HSB","Q0FZ"
"Precious Treasure Heap",6,465,458,"geX","common","iron","TRUE","physical",1000,2.5,5216,6016,0,0,2200,1200,0.25,"FALSE","CREEPS",,,,"MOD_DMG_TO_BOSS,0.1,0.006|MOD_ITEM_CHANCE_ON_KILL,0.2,0.01|MOD_ITEM_QUALITY_ON_KILL,-0.2,-0.01",,,,"res://src/towers/tower_behaviors/trash_heap.gd","res://resources/icons/tower_icons/trash_heap.tres","res://src/towers/tower_sprites/trash_heap_6.tscn","5A3H","M6KE"
"Cruel Fire",1,461,461,"Boekie","rare","fire","TRUE","decay",900,1.5,642,642,0,0,550,1500,0,"FALSE","CREEPS",,,,,,"58",,"res://src/towers/tower_behaviors/cruel_fire.gd","res://resources/icons/tower_icons/cruel_fire.tres","res://src/towers/tower_sprites/cruel_fire_1.tscn","C2QT","JVID"
"Cruel Flames",2,466,461,"Boekie","rare","fire","TRUE","decay",900,1.5,1634,1634,0,0,1400,1500,0,"FALSE","CREEPS",,,,,,"59",,"res://src/towers/tower_behaviors/cruel_fire.gd","res://resources/icons/tower_icons/cruel_fire.tres","res://src/towers/tower_sprites/cruel_fire_2.tscn","300D","UEET"
"Cruel Inferno",3,467,461,"Boekie","rare","fire","TRUE","decay",900,1.5,3501,3501,0,0,3000,1500,0,"FALSE","CREEPS",,,,,,"60",,"res://src/towers/tower_behaviors/cruel_fire.gd","res://resources/icons/tower_icons/cruel_fire.tres","res://src/towers/tower_sprites/cruel_fire_3.tscn","URX0","P1LF"
"Living Volcano",1,468,468,"Kricz","unique","fire","TRUE","decay",1100,1.8,1771,1771,0,0,3600,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_NATURE,0.45,0.02|MOD_DAMAGE_BASE_PERC,0,0.075|MOD_SPELL_DAMAGE_DEALT,0,0.015","484,485","61",,"res://src/towers/tower_behaviors/living_volcano.gd","res://resources/icons/tower_icons/living_volcano.tres","res://src/towers/tower_sprites/living_volcano_1.tscn","UOM3","JWWE"
"Dwarven Forgery",1,469,469,"geX","unique","iron","TRUE","physical",675,2.5,4225,4825,0,0,1500,900,0.2,"FALSE","CREEPS",,,,"MOD_ITEM_QUALITY_ON_KILL,0.5,0.01",,"62",,"res://src/towers/tower_behaviors/dwarven_forgery.gd","res://resources/icons/tower_icons/dwarven_forgery.tres","res://src/towers/tower_sprites/dwarven_forgery_1.tscn","Y8L7","PZLC"
"Ruined Storm Cap",1,470,470,"geX","common","storm","TRUE","energy",1600,1.3,24,64,0,0,40,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_1.tscn","MUZE","WTE5"
"Broken Storm Column",2,475,470,"geX","common","storm","TRUE","energy",1600,1.25,68,228,0,0,160,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_2.tscn","DI09","C9RZ"
"Storm Column",3,481,470,"geX","common","storm","TRUE","energy",1600,1.2,160,580,0,0,420,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_3.tscn","71CT","5V4H"
"Storm Chamber",4,489,470,"geX","common","storm","TRUE","energy",1600,1.15,286,1136,0,0,850,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_4.tscn","T68P","1PDB"
"Storm Turret",5,450,470,"geX","common","storm","TRUE","energy",1600,1.15,521,2071,0,0,1550,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_5.tscn","TGJI","HLZP"
"Storm Destillator",6,500,470,"geX","common","storm","TRUE","energy",1600,1.1,717,3167,0,0,2450,2000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/ruined_storm_cap.gd","res://resources/icons/tower_icons/ruined_storm_cap.tres","res://src/towers/tower_sprites/ruined_storm_cap_6.tscn","52YK","07B4"
"Lesser Wolves Den",1,471,471,"ColdRocker","rare","nature","TRUE","physical",700,1.6,535,535,0,0,500,1500,0,"FALSE","CREEPS",,,,,,"63",,"res://src/towers/tower_behaviors/lesser_wolves_den.gd","res://resources/icons/tower_icons/lesser_wolves_den.tres","res://src/towers/tower_sprites/lesser_wolves_den_1.tscn","DXMW","C2W1"
"Greater Wolves Den",2,472,471,"ColdRocker","rare","nature","TRUE","physical",700,1.6,1485,1485,0,0,1350,1500,0,"FALSE","CREEPS",,,,,,"64",,"res://src/towers/tower_behaviors/lesser_wolves_den.gd","res://resources/icons/tower_icons/lesser_wolves_den.tres","res://src/towers/tower_sprites/lesser_wolves_den_2.tscn","SLUQ","GQZQ"
"Grand Wolves Lair",3,473,471,"ColdRocker","rare","nature","TRUE","physical",700,1.6,2474,2474,0,0,2250,1500,0,"FALSE","CREEPS",,,,,,"65",,"res://src/towers/tower_behaviors/lesser_wolves_den.gd","res://resources/icons/tower_icons/lesser_wolves_den.tres","res://src/towers/tower_sprites/lesser_wolves_den_3.tscn","D3V9","DFZ9"
"Tree Stump",1,474,474,"Monolith","common","nature","TRUE","physical",950,0.9,24,27,0,0,40,1300,0.1,"FALSE","CREEPS","2",,,,,,,"res://src/towers/tower_behaviors/tree_stump.gd","res://resources/icons/tower_icons/tree_stump.tres","res://src/towers/tower_sprites/tree_stump_1.tscn","ET8F","YLKI"
"Tree Trunk",2,634,474,"Monolith","common","nature","TRUE","physical",950,0.9,119,124,0,0,280,1300,0.1,"FALSE","CREEPS","3",,,,,,,"res://src/towers/tower_behaviors/tree_stump.gd","res://resources/icons/tower_icons/tree_stump.tres","res://src/towers/tower_sprites/tree_stump_2.tscn","DOEC","9WPN"
"Tree",3,635,474,"Monolith","common","nature","TRUE","physical",950,0.9,227,232,0,0,640,1300,0.1,"FALSE","CREEPS","4",,,,,,,"res://src/towers/tower_behaviors/tree_stump.gd","res://resources/icons/tower_icons/tree_stump.tres","res://src/towers/tower_sprites/tree_stump_3.tscn","KV8Y","PFGF"
"Tree Group",4,636,474,"Monolith","common","nature","TRUE","physical",950,0.8,264,269,0,0,1100,1300,0.1,"FALSE","CREEPS","5",,,,,,,"res://src/towers/tower_behaviors/tree_stump.gd","res://resources/icons/tower_icons/tree_stump.tres","res://src/towers/tower_sprites/tree_stump_4.tscn","GRFI","E1NL"
"Forest",5,637,474,"Monolith","common","nature","TRUE","physical",950,0.8,541,546,0,0,2250,1300,0.1,"FALSE","CREEPS","5",,,,,,,"res://src/towers/tower_behaviors/tree_stump.gd","res://resources/icons/tower_icons/tree_stump.tres","res://src/towers/tower_sprites/tree_stump_5.tscn","OY4G","XWFK"
"Cold Troll",1,476,476,"cedi","uncommon","ice","TRUE","elemental",900,1.5,71,71,100,2.5,90,900,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_ORC,0.25,0|MOD_DMG_TO_HUMANOID,0.25,0",,,"137","res://src/towers/tower_behaviors/cold_troll.gd","res://resources/icons/tower_icons/cold_troll.tres","res://src/towers/tower_sprites/cold_troll_1.tscn","CMI2","FC99"
"Really Cold Troll",2,477,476,"cedi","uncommon","ice","TRUE","elemental",900,1.5,397,397,100,2.5,600,900,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_ORC,0.25,0|MOD_DMG_TO_HUMANOID,0.25,0",,,"138","res://src/towers/tower_behaviors/cold_troll.gd","res://resources/icons/tower_icons/cold_troll.tres","res://src/towers/tower_sprites/cold_troll_2.tscn","2GV2","JTKP"
"Frozen Troll",3,478,476,"cedi","uncommon","ice","TRUE","elemental",900,1.5,738,738,100,2.5,1200,900,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_ORC,0.25,0|MOD_DMG_TO_HUMANOID,0.25,0",,,"139","res://src/towers/tower_behaviors/cold_troll.gd","res://resources/icons/tower_icons/cold_troll.tres","res://src/towers/tower_sprites/cold_troll_3.tscn","SJCT","PF1K"
"Totally Frozen Troll",4,479,476,"cedi","uncommon","ice","TRUE","elemental",900,1.5,1362,1362,100,2.5,2400,900,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.5,0|MOD_DMG_TO_ORC,0.25,0|MOD_DMG_TO_HUMANOID,0.25,0",,,"140","res://src/towers/tower_behaviors/cold_troll.gd","res://resources/icons/tower_icons/cold_troll.tres","res://src/towers/tower_sprites/cold_troll_4.tscn","YYE9","BKNV"
"Library of Alexandria",1,480,480,"Boekie","unique","astral","FALSE","physical",800,1,1,1,40,2,1500,1500,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","486","66","141","res://src/towers/tower_behaviors/library_of_alexandria.gd","res://resources/icons/tower_icons/library_of_alexandria.tres","res://src/towers/tower_sprites/library_of_alexandria_1.tscn","W0I3","DOPC"
"Lesser Flamy Defender",1,482,482,"Natac","common","fire","TRUE","elemental",700,1.5,111,124,0,0,65,900,0.35,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_flamy_defender.gd","res://resources/icons/tower_icons/lesser_flamy_defender.tres","res://src/towers/tower_sprites/lesser_flamy_defender_1.tscn","BAQL","IUDX"
"Small Flamy Defender",2,483,482,"Natac","common","fire","TRUE","elemental",700,1.5,374,418,0,0,220,900,0.35,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_flamy_defender.gd","res://resources/icons/tower_icons/lesser_flamy_defender.tres","res://src/towers/tower_sprites/lesser_flamy_defender_2.tscn","HF5P","EYOB"
"Medium Flamy Defender",3,484,482,"Natac","common","fire","TRUE","elemental",700,1.5,1105,1235,0,0,650,900,0.35,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_flamy_defender.gd","res://resources/icons/tower_icons/lesser_flamy_defender.tres","res://src/towers/tower_sprites/lesser_flamy_defender_3.tscn","0DVL","63JT"
"Grand Flamy Defender",4,486,482,"Natac","common","fire","TRUE","elemental",700,1.5,2296,2566,0,0,1350,900,0.35,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_flamy_defender.gd","res://resources/icons/tower_icons/lesser_flamy_defender.tres","res://src/towers/tower_sprites/lesser_flamy_defender_4.tscn","EJNL","MV8O"
"Superior Flamy Defender",5,485,482,"Natac","common","fire","TRUE","elemental",700,1.5,4251,4751,0,0,2500,900,0.35,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_flamy_defender.gd","res://resources/icons/tower_icons/lesser_flamy_defender.tres","res://src/towers/tower_sprites/lesser_flamy_defender_5.tscn","QBF5","5ECC"
"Lesser Dark Defender",1,487,487,"Natac","common","darkness","TRUE","decay",825,1.1,68,76,0,0,65,900,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_dark_defender.gd","res://resources/icons/tower_icons/lesser_dark_defender.tres","res://src/towers/tower_sprites/lesser_dark_defender_1.tscn","7SEV","5IF4"
"Small Dark Defender",2,488,487,"Natac","common","darkness","TRUE","decay",825,1.1,228,257,0,0,220,901,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_dark_defender.gd","res://resources/icons/tower_icons/lesser_dark_defender.tres","res://src/towers/tower_sprites/lesser_dark_defender_2.tscn","UVP7","IV2S"
"Medium Dark Defender",3,490,487,"Natac","common","darkness","TRUE","decay",825,1.1,672,759,0,0,650,902,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_dark_defender.gd","res://resources/icons/tower_icons/lesser_dark_defender.tres","res://src/towers/tower_sprites/lesser_dark_defender_3.tscn","HDEU","LXUJ"
"Grand Dark Defender",4,492,487,"Natac","common","darkness","TRUE","decay",825,1.1,1395,1577,0,0,1350,903,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_dark_defender.gd","res://resources/icons/tower_icons/lesser_dark_defender.tres","res://src/towers/tower_sprites/lesser_dark_defender_4.tscn","LNZ4","D7DP"
"Superior Dark Defender",5,491,487,"Natac","common","darkness","TRUE","decay",825,1.1,2584,2921,0,0,2500,904,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_dark_defender.gd","res://resources/icons/tower_icons/lesser_dark_defender.tres","res://src/towers/tower_sprites/lesser_dark_defender_5.tscn","XUL1","5UPD"
"Lesser Storm Defender",1,496,496,"Natac","common","storm","TRUE","energy",950,0.8,31,60,0,0,65,1200,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_storm_defender.gd","res://resources/icons/tower_icons/lesser_storm_defender.tres","res://src/towers/tower_sprites/lesser_storm_defender_1.tscn","JNVT","M8K2"
"Small Storm Defender",2,497,496,"Natac","common","storm","TRUE","energy",950,0.8,103,202,0,0,220,1200,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_storm_defender.gd","res://resources/icons/tower_icons/lesser_storm_defender.tres","res://src/towers/tower_sprites/lesser_storm_defender_2.tscn","2YDE","EMV2"
"Medium Storm Defender",3,493,496,"Natac","common","storm","TRUE","energy",950,0.8,303,595,0,0,650,1200,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_storm_defender.gd","res://resources/icons/tower_icons/lesser_storm_defender.tres","res://src/towers/tower_sprites/lesser_storm_defender_3.tscn","1863","KCIN"
"Grand Storm Defender",4,494,496,"Natac","common","storm","TRUE","energy",950,0.8,629,1236,0,0,1350,1200,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_storm_defender.gd","res://resources/icons/tower_icons/lesser_storm_defender.tres","res://src/towers/tower_sprites/lesser_storm_defender_4.tscn","0L8X","GLFF"
